id,start_date,motion:name,motion:number,sources:link:url,motion:document,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present
26333,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26333,22,pass,41,6,10,63,57
26334,2012-12-13,k návrhu na poskytnutí neinvestiční dotace městské části Praha Běchovice z rozpočtu hl. m. Prahy,0,Z-1387,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26334,22,pass,48,0,0,63,48
26335,2012-12-13,k návrhu na snížení rozpočtu běžných výdajů Městské policie hl. m. Prahy a poskytnutí účelové neinvestiční dotace Městské části Praha 3,0,Z-1422,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26335,22,pass,49,0,0,63,49
26336,2012-12-13,"k návrhu na úpravu rozpočtu vlastního hl. m. Prahy a k rozdělení finančních prostředků obdržených jako odvod z loterií dle ust. § 41i odst. 1 písm. b) a odst. 3 písm. b) zákona č. 202/1990 Sb., o loteriích a jiných podobných hrách za 3. čtvrtletí roku 2012",0,Z-1406,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26336,22,fail,14,1,40,63,55
26337,2012-12-13,"k návrhu na úpravu rozpočtu vlastního hl. m. Prahy a k rozdělení finančních prostředků obdržených jako odvod z loterií dle ust. § 41i odst. 1 písm. b) a odst. 3 písm. b) zákona č. 202/1990 Sb., o loteriích a jiných podobných hrách za 3. čtvrtletí roku 2012",0,Z-1406,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26337,22,fail,24,1,1,63,26
26338,2012-12-13,"k návrhu na úpravu rozpočtu vlastního hl. m. Prahy a k rozdělení finančních prostředků obdržených jako odvod z loterií dle ust. § 41i odst. 1 písm. b) a odst. 3 písm. b) zákona č. 202/1990 Sb., o loteriích a jiných podobných hrách za 3. čtvrtletí roku 2012",0,Z-1406,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26338,22,pass,56,0,0,63,56
26339,2012-12-13,k návrhu na určení zástupců a náhradníků za zástupce hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl. m. Prahy,0,Z-1345,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26339,22,pass,36,1,13,63,50
26340,2012-12-13,"k záměru získání akciového podílu hl.m. Prahy ve společnosti Pražská plynárenská, a.s.",0,Z-1425,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26340,22,pass,36,4,9,63,49
26341,2012-12-13,k návrhu zadání změny Z-1643/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1237,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26341,22,pass,45,3,2,63,50
26342,2012-12-13,k návrhu zadání změny Z-1644/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1238,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26342,22,pass,52,0,0,63,52
26343,2012-12-13,k návrhu zadání změny Z-1648/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1239,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26343,22,pass,51,0,0,63,51
26344,2012-12-13,k návrhu zadání změny Z-1650/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1240,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26344,22,pass,37,3,10,63,50
26345,2012-12-13,k návrhu zadání změny Z-1653/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1241,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26345,22,pass,41,9,2,63,52
26346,2012-12-13,k návrhu zadání změny Z-1654/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1242,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26346,22,pass,51,0,0,63,51
26347,2012-12-13,k návrhu zadání změny Z-1661/07 Územního plánu sídelního útvaru hl.m. Prahy,12,Z-1243,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26347,22,pass,52,0,2,63,54
26348,2012-12-13,k návrhu zadání změny Z-1662/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1244,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26348,22,pass,56,0,1,63,57
26349,2012-12-13,k návrhu zadání změny Z-1665/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1245,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26349,22,pass,56,0,1,63,57
26350,2012-12-13,k návrhu zadání změny Z-1681/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1246,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26350,22,pass,44,6,7,63,57
26351,2012-12-13,k návrhu zadání změny Z-1689/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1247,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26351,22,pass,56,0,1,63,57
26352,2012-12-13,k návrhu zadání změny Z-1691/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1248,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26352,22,pass,55,0,1,63,56
26353,2012-12-13,k návrhu zadání změny Z-1692/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1249,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26353,22,pass,36,10,4,63,50
26354,2012-12-13,k návrhu zadání změny Z-1711/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1250,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26354,22,pass,55,0,1,63,56
26355,2012-12-13,k návrhu zadání změny Z-1726/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1251,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26355,22,pass,54,0,1,63,55
26356,2012-12-13,k návrhu zadání změny Z-1727/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1252,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26356,22,pass,39,11,6,63,56
26357,2012-12-13,k návrhu zadání změny Z-1736/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1253,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26357,22,pass,38,12,5,63,55
26358,2012-12-13,k návrhu zadání změny Z-1742/07 Územního plánu sídelního útvaru hl.m. Prahy,23,Z-1254,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26358,22,pass,55,0,1,63,56
26359,2012-12-13,k návrhu zadání změny Z-1743/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1255,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26359,22,pass,54,0,2,63,56
26360,2012-12-13,k návrhu zadání změny Z-1748/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1256,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26360,22,pass,53,0,1,63,54
26361,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26361,22,pass,34,1,9,63,44
26362,2012-12-13,k návrhu zadání změny Z-1755/07 Územního plánu sídelního útvaru hl.m. Prahy,22,Z-1257,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26362,22,pass,57,0,1,63,58
26363,2012-12-13,k návrhu zadání změny Z-1761/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1258,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26363,22,pass,54,3,1,63,58
26364,2012-12-13,k návrhu zadání změny Z-1762/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1260,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26364,22,pass,57,0,1,63,58
26365,2012-12-13,k návrhu zadání změny Z-1411/07 Územního plánu sídelního útvaru hl.m. Prahy,31,Z-1354,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26365,22,fail,18,17,21,63,56
26366,2012-12-13,k návrhu zadání změny Z-1412/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1355,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26366,22,pass,34,1,15,63,50
26367,2012-12-13,k návrhu zadání změny Z-1412/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1355,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26367,22,pass,45,0,11,63,56
26368,2012-12-13,k návrhu zadání změny Z-1772/07 Územního plánu sídelního útvaru hl.m. Prahy,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26368,22,fail,31,11,14,63,56
26369,2012-12-13,k návrhu zadání změny Z-1820/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1357,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26369,22,pass,39,11,6,63,56
26370,2012-12-13,k návrhu zadání změny Z-1411/07 Územního plánu sídelního útvaru hl.m. Prahy,31,Z-1354,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26370,22,pass,35,7,13,63,55
26371,2012-12-13,k návrhu zadání změny Z-1411/07 Územního plánu sídelního útvaru hl.m. Prahy,31,Z-1354,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26371,22,pass,36,6,14,63,56
26372,2012-12-13,k návrhu zadání změny Z-1828/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1358,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26372,22,pass,55,0,0,63,55
26373,2012-12-13,k návrhu zadání změny Z-1830/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1359,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26373,22,pass,39,12,4,63,55
26374,2012-12-13,k návrhu zadání změny Z-1837/07 Územního plánu sídelního útvaru hl.m. Prahy,34,Z-1360,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26374,22,pass,37,14,1,63,52
26375,2012-12-13,k návrhu zadání změny Z-1840/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1361,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26375,22,pass,52,0,0,63,52
26376,2012-12-13,k návrhu zadání změny Z-1888/07 Územního plánu sídelního útvaru hl.m. Prahy,36,Z-1362,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26376,22,pass,41,11,4,63,56
26377,2012-12-13,k návrhu zadání změny Z-1889/07 Územního plánu sídelního útvaru hl.m. Prahy,37,Z-1363,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26377,22,pass,40,12,2,63,54
26378,2012-12-13,k návrhu zadání změny Z-1892/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1364,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26378,22,fail,27,14,16,63,57
26379,2012-12-13,k návrhu zadání změny Z-1892/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1364,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26379,22,pass,34,18,5,63,57
26380,2012-12-13,k návrhu zadání změny Z-1893/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1365,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26380,22,pass,55,0,2,63,57
26381,2012-12-13,k návrhu zadání změny Z-1896/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1366,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26381,22,pass,55,0,1,63,56
26382,2012-12-13,k návrhu zadání změny Z-1902/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1367,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26382,22,pass,41,10,2,63,53
26383,2012-12-13,k návrhu zadání změny Z-1903/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1368,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26383,22,pass,52,0,2,63,54
26384,2012-12-13,k návrhu zadání změny Z-1915/07 Územního plánu sídelního útvaru hl.m. Prahy,0,Z-1369,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26384,22,pass,50,0,3,63,53
26385,2012-12-13,k návrhu zadání změny Z-1917/07 Územního plánu sídelního útvaru hl.m. Prahy,44,Z-1370,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26385,22,pass,54,0,0,63,54
26386,2012-12-13,k návrhu na pořízení celoměstsky významné změny ÚP SÚ hl.m. Prahy znovuzavedení tramvajové tratě na Václavské náměstí,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26386,22,fail,21,21,11,63,53
26387,2012-12-13,k návrhu na pořízení celoměstsky významné změny ÚP SÚ hl.m. Prahy znovuzavedení tramvajové tratě na Václavské náměstí,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26387,22,fail,27,10,18,63,55
