id,start_date,motion:name,motion:number,sources:link:url,motion:document,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present
26267,2012-11-29,k návrhu na stanovení paušální hodinové částky pro poskytování náhrady ušlého výdělku v souvislosti s výkonem funkce neuvolněného člena Zastupitelstva hl. m. Prahy,7,Z-1218,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26267,21,pass,53,,1,63,54
26268,2012-11-29,k návrhu na zrušení příspěvkové organizace Hasičský záchranný sbor hlavního města Prahy,8,Z-1092,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26268,21,pass,51,,,63,51
26269,2012-11-29,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městským částem Praha 1, Praha - Benice, Praha - Běchovice, Praha - Ďáblice, Praha - Libuš, Praha - Nebušice a Praha - Velká Chuchle",9,Z-1378,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26269,21,pass,53,,,63,53
26270,2012-11-29,k návrhu personálních změn ve výborech ZHMP,0,Z-1259,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26270,21,fail,16,4,33,63,53
26271,2012-11-29,k návrhu personálních změn ve výborech ZHMP,10,Z-1259,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26271,21,pass,41,1,12,63,54
26272,2012-11-29,k návrhu na pořízení celoměstsky významné změny ÚP SÚ hl.m. Prahy znovu zavedení tramvajové tratě na Václavské náměstí,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26272,21,fail,26,12,10,63,48
26273,2012-11-29,k návrhu na pořízení celoměstsky významné změny ÚP SÚ hl.m. Prahy znovu zavedení tramvajové tratě na Václavské náměstí,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26273,21,fail,30,14,7,63,51
26274,2012-11-29,k návrhu na pořízení celoměstsky významné změny ÚP SÚ hl.m. Prahy posunu ÚSES v k.ú. Kunratice,11,Z-1279,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26274,21,pass,53,1,3,63,57
26275,2012-11-29,k návrhu vydání změny Z-1250/06 Územního plánu sídelního útvaru hl.m. Prahy,12,Z-1293,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26275,21,pass,39,14,4,63,57
26276,2012-11-29,k návrhu na vydání celoměstsky významných změn I+II ÚP SÚ hl.m. Prahy (Z 1438/00),0,Z-1159,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26276,21,pass,35,1,18,63,54
26277,2012-11-29,k návrhu na vydání celoměstsky významných změn I+II ÚP SÚ hl.m. Prahy (Z 1438/00),13,Z-1159,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26277,21,pass,38,,13,63,51
26278,2012-11-29,k návrhu vydání celoměstsky významných změn I+II ÚPS SÚ hl.m. Prahy (Z 2188/00),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26278,21,fail,17,14,22,63,53
26279,2012-11-29,k návrhu vydání celoměstsky významných změn I+II ÚPS SÚ hl.m. Prahy (Z 2188/00),,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26279,21,fail,30,11,15,63,56
26280,2012-11-29,k návrhu vydání celoměstsky významných změn I+II ÚPS SÚ hl.m. Prahy (Z 2265/00),14,Z-1285,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26280,21,pass,45,,9,63,54
26281,2012-11-29,"k Programu výzkumu, vývoje a inovací hlavního města Prahy, vztah rozvoje města a přípravy územně plánovací dokumentace - veřejná soutěž",15,Z-1397,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26281,21,pass,36,4,11,63,51
26282,2012-11-29,"k návrhu na úplatný převod plynárenského zařízení vybudovaného v rámci stavby ""Oprava Karlova mostu, etapa 0003,část A - Oprava mostovky"", z vlastnictví hl. m. Prahy do vlastnictví Pražská plynárenská Distribuce, a.s., člen koncernu Pražská plynárenská, a.s.",16,Z-1025,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26282,21,pass,48,,,63,48
26283,2012-11-29,"k návrhu na úplatné nabytí pozemku parc.č. 348 v k.ú. Újezd z vlastnictví Tomáše Šourka do vlastnictví hl. m. Prahy v rámci stavby č. 0101 TV Újezd, etapa 0018 K Motelu",17,Z-1096,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26283,21,pass,45,,,63,45
26284,2012-11-29,"k návrhu na úplatné nabytí pozemku parc. č. 1255/3 o výměře 187 m2, parc. č. 1437/11 o výměře 2 788 m2 a parc. č2554/6 o výměře 49 m2 vše v k.ú.Radotín do vlastnictví hl.m. Prahy",18,Z-1088,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26284,21,pass,44,,,63,44
26285,2012-11-29,"k revokaci usnesení Zastupitelstva HMP č.30/53 ze dne 1.9.2005 ve znění usnesení Zastupitelstva HMP č. 8/53 ze dne 23.6.2011 k návrhu na úplatné nabytí pozemků p.č. 2624/2 a p.č. 2625/8 v k.ú. Kobylisy a p.č. 1498/2 a p.č. 1500/2 v k.ú. Dolní Chabry do vlastnictví hl.m. Prahy v souvislosti s realizací stavby č. 0152 ""TV Chabry, etapa 0003 - komunikace II"".",19,Z-1049,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26285,21,pass,39,0,4,63,43
26286,2012-11-29,k návrhu na úpravu rozpočtu v kapitole 01 - Rozvoj obce v souvislosti s poskytnutím účelové investiční dotace MČ Praha - Petrovice na odstranění havárie dešťové kanalizace v ulici Wattova,20,Z-1399,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26286,21,pass,42,,,63,42
26287,2012-11-29,ke změně zřizovací listiny příspěvkové organizace hl. m. Prahy Městská poliklinika Praha,21,Z-1390,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26287,21,pass,47,0,0,63,47
26288,2012-11-29,"k návrhu na změnu zřizovací listiny příspěvkové organizace Střední škola Náhorní, se sídlem 182 00 Praha 8, U Měšťanských škol 525/1",22,Z-1155,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26288,21,pass,48,,,63,48
26289,2012-11-29,"k návrhu na změnu zřizovací listiny příspěvkové organizace Základní umělecká škola Charlotty Masarykové, se sídlem Praha 6, Půlkruhová 99",23,Z-1115,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26289,21,pass,46,,,63,46
26290,2012-11-29,"k návrhu na změnu zřizovací listiny příspěvkové organizace Gymnázium, Základní škola a Mateřská škola pro sluchově postižené, Praha 2, Ječná 27",24,Z-1222,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26290,21,pass,45,,,63,45
26291,2012-11-29,"k návrhu na změnu zřizovací listiny příspěvkové organizace v působnosti SMS MHMP Střední škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 5, Výmolova 169",25,Z-1225,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26291,21,pass,46,,,63,46
26292,2012-11-29,"k návrhu na úpravu rozpočtu běžných výdajů v kap. 0416 na rok 2012 u škol a školských zařízení, zřizovaných hlavním městem Prahou a u škol a školských zařízení, zřizovaných městskými částmi hlavního města Prahy",26,Z-1391,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26292,21,pass,48,,,63,48
26293,2012-11-29,k návrhu na změnu účelu u prostředků poskytnutých Městské části Praha 5 usnesením Zastupitelstva hl. m. Prahy č. 17/7 ze dne 24.5.2012,27,Z-1313,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26293,21,pass,46,,,63,46
26294,2012-11-29,"k revokaci usnesení Zastupitelstva HMP č.12/24 ze dne 15.12.2011 k návrhu na úpravu rozpočtu hl.m. Prahy v kap. SMT MHMP, 0661 a přidělení finančních prostředků v oblasti sportu na rok 2011",28,Z-1001,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26294,21,pass,51,,,63,51
26295,2012-11-29,k úpravě rozpočtu hl.m. Prahy v souvislosti s postupem realizace projektů financovaných z Operačního programu Praha - Konkurenceschopnost,29,Z-1221,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26295,21,pass,52,,,63,52
26296,2012-11-29,"k prominutí penále za porušení rozpočtové kázně dle zákona č. 250/2000 Sb., o rozpočtových pravidlech územních rozpočtů, ve znění pozdějších předpisů",30,Z-1235,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26296,21,pass,40,,14,63,54
26297,2012-11-29,"ke schválení projektů v rámci 9. výzvy Operačního programu Praha - Konkurenceschopnost, oblast podpory 1.1 Podpora ekologicky příznivé povrchové veřejné dopravy",31,Z-1332,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26297,21,pass,53,,,63,53
26298,2012-11-29,k volbě nových přísedících Městského soudu v Praze,32,Z-1264,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26298,21,pass,55,,,63,55
26299,2012-11-29,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů",33,Z-1320,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26299,21,pass,55,,,63,55
26300,2012-11-29,"k návrhu obecně závazné vyhlášky, kterou se mění vyhláška č. 3/2012 Sb. hl. m. Prahy, kterou se vydává Provozní řád a stanoví podmínky užívání stanovišť taxislužby zřízených na místních komunikacích ve vlastnictví hlavního města Prahy",34,Z-1296,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26300,21,pass,48,,3,63,51
26301,2012-11-29,21. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26301,21,pass,44,0,7,63,51
26302,2012-11-29,k revokaci usnesení Zastupitelstva HMP č.17/18 ze dne 24.5.2012 k návrhu na udělení grantů hl. m. Prahy vlastníkům památkově významných objektů v roce 2012,35,Z-1297,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26302,21,pass,45,,1,63,46
26303,2012-11-29,k revokaci usnesení Zastupitelstva HMP č.17/19 ze dne 24.5.2012 k návrhu na udělení grantů hl. m. Prahy vlastníkům památkově významných objektů ve vlastnictví církví a náboženských společností v roce 2012,36,Z-1336,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26303,21,pass,46,,1,63,47
26304,2012-11-29,k návrhu na úplatný převod pozemku parc. č. 1342/2 o výměře 18 m2 k.ú. Liboc,37,Z-784,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26304,21,pass,50,,,63,50
26305,2012-11-29,k návrhu na úplatný převod částí pozemku parc. č. 505/1 k.ú. Břevnov,38,Z-1140,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26305,21,pass,50,,,63,50
26306,2012-11-29,"k návrhu na úplatný převod části pozemku parc.č. 4179/1, k.ú. Dejvice z vlastnictví hl. m. Prahy do vlastnictví Alexandry a Ing. Kamila Hošťákových",39,Z-1026,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26306,21,pass,37,,13,63,50
26307,2012-11-29,"k návrhu na úplatný převod části pozemku parc.č. 2519/12, k.ú. Dejvice z vlastnictví hl.m. Prahy do vlastnictví paní Zdenky Čermákové",40,Z-024,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26307,21,pass,50,,,63,50
26308,2012-11-29,"k návrhu na úplatný převod pozemků parc.č. 1747/2 o výměře 24 m2 a parc.č. 1747/5 o výměře 1 m2 v k.ú. Krč z vlastnictví hlavního města Prahy do vlastnictví společnosti Destination Group, a.s., IČO: 63079674",41,Z-986,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26308,21,pass,51,,,63,51
26309,2012-11-29,"k návrhu na úplatný převod částí pozemků parc. č. 3103/1 o celkové výměře 348 m2 v k.ú. Smíchov z vlastnictví hl. m. Prahy do vlastnictví společnosti Atelier EIS, s.r.o.",42,Z-1102,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26309,21,pass,50,,,63,50
26310,2012-11-29,k návrhu na úplatný převod části pozemku parc. č. 822 o celkové výměře 115 m2 k.ú. Troja,43,Z-1134,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26310,21,pass,39,2,10,63,51
26311,2012-11-29,"k návrhu na úplatný převod id. 1/3 pozemku parc. č. 736 o celkové výměře 275 m2 v k.ú. Bubeneč, obec Praha z vlastnictví hl. m. Prahy do vlastnictví společnosti Vyšehrad 2000 a.s.",44,Z-1100,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26311,21,pass,46,1,2,63,49
26312,2012-11-29,"k návrhu na úplatný převod rodinného domu č.p. 674, ul. Davídkova 41a, Praha 8 včetně funkčně příslušných pozemků parc. č. 1298 a parc. č. 1299 v k.ú. Libeň",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26312,21,fail,28,8,13,63,49
26313,2012-11-29,"k návrhu na úplatné nabytí veřejného osvětlení - 2 ks stožárů a kabelových rozvodů NN z vlastnictví společnosti Skanska a.s., se sídlem Líbalova 1/2348, Praha 4, Chodov, IČO: 26271303 do vlastnictví hlavního města Prahy",45,Z-1121,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26313,21,pass,49,,,63,49
26314,2012-11-29,"k návrhu na úplatné nabytí pozemků parc. č. 304 a 309 v k. ú. Běchovice z vlastnictví Xaverov, a.s. do vlastnictví hlavního města Prahy",46,Z-1209,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26314,21,pass,49,,,63,49
26315,2012-11-29,"k návrhu na úplatné nabytí pozemků parc. č. 775/5 a 790/4 v k. ú. Letňany z podílového spoluvlastnictví Václava Staňka - id 7/16, Jany Novotné - id 7/16 a Jiřího Štencla - id 2/16 do vlastnictví hlavního města Prahy",47,Z-1091,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26315,21,pass,49,,,63,49
26316,2012-11-29,k návrhu na úplatné nabytí pozemku parc.č. 2877/1 o výměře 411 m2 v k.ú. Braník ze společného jmění manželů pana Ing. Jiřího Nosála CSc. a paní Ing. Jany Nosálové do vlastnictví hl.m. Prahy,48,Z-1037,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26316,21,pass,49,,,63,49
26317,2012-11-29,k návrhu na úplatné nabytí pozemku parc. č. 1438/7 v k. ú. Dolní Chabry z vlastnictví Libuše Němcové do vlastnictví hlavního města Prahy,49,Z-1039,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26317,21,pass,50,0,0,63,50
26318,2012-11-29,k návrhu na úplatné nabytí pozemků v k.ú. Stodůlky z vlastnictví právnické osoby do vlastnictví hl.m. Prahy,50,Z-1298,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26318,21,pass,50,,,63,50
26319,2012-11-29,"k návrhu na bezúplatné nabytí veřejného osvětlení v k.ú. Michle z vlastnictví GEOSAN DEVELOPMENT a.s. se sídlem Karlovo náměstí 559/28, 120 00 Praha 2, IČ: 25638866 do vlastnictví hl.m. Prahy",51,Z-1084,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26319,21,pass,51,,,63,51
26320,2012-11-29,k návrhu směny části pozemku parc.č. 1603/6 o výměře 438 m2 v k.ú. Kobylisy ve vlastnictví paní Milady Verschueren za část pozemku parc.č. 1829/3 o výměře 342 m2 v k.ú. Kobylisy ve vlastnictví hl.m. Prahy,52,Z-965,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26320,21,pass,52,,,63,52
26321,2012-11-29,"k návrhu směny části pozemku parc. č. 1794/4 o výměře 217m2 v k.ú. Slivenec ve spoluvlastnictví Jiřího a Dagmar Maxových, Ing. Milana a Ing. Zdenky Vondrových, Ing. Marka a Jany Bachtíkových a Petra a Edity Šimkových za část pozemku parc.č. 1794/1 o výměře 206m2 v k.ú. Slivenec ve vlastnictví hl.m. Prahy",53,Z-932,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26321,21,pass,52,,,63,52
26322,2012-11-29,"k návrhu směny pozemku parc.č. 2031/304 o výměře 75 m2 v k. ú. Chodov, zapsaného v KN na LV 10719, ve vlastnictví Společenství pro dům - Nad Opatovem 2026, 2027, 2028, 2029, 2030 za část pozemku parc. č. 2031/283 o výměře 10m2, část pozemku parc.č. 2031/289 o výměře 4m2, část pozemku parc. č. 2031/290 o výměře 5m2 a část pozemku parc. č. 2031/293 o výměře 209m2, zapsaných v KN na LV 1678, ve vlastnictví hl.m. Prahy",54,Z-1079,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26322,21,pass,53,,,63,53
26323,2012-11-29,k návrhu na zrušení usnesení ZHMP č. 9/50 ze dne 15.9.2011 ve věci úplatného převodu pozemku parc. č. 2374/95 o výměře 20 m2 v k.ú. Braník z vlastnictví hl. m. Prahy do vlastnictví Miluše Moučkové a Františka Moučky,55,Z-1284,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26323,21,pass,52,,,63,52
26324,2012-11-29,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městským částem Praha 6, Praha 13, Praha - Dolní Počernice, Praha - Satalice a Praha - Zličín",56,Z-1376,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26324,21,pass,51,,1,63,52
26325,2012-11-29,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hlavního města Prahy městským částem Praha 2, Praha 10, Praha 20, Praha - Nedvězí, Praha - Satalice, Praha 22 a Praha - Zličín",57,Z-1377,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26325,21,pass,51,,,63,51
26326,2012-11-29,k návrhu na poskytnutí neinvestiční dotace z Programu Čistá energie Praha Městské části Praha - Klánovice,58,Z-1089,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26326,21,pass,47,,6,63,53
26327,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26327,22,pass,52,,,63,52
26328,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26328,22,fail,15,18,24,63,57
26329,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26329,22,fail,22,19,16,63,57
26330,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26330,22,fail,21,16,20,63,57
26331,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26331,22,fail,15,16,26,63,57
26332,2012-12-13,,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=26332,22,fail,16,6,35,63,57
