"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"23276","2009-05-28","Návrh na poskytnutí finančních prostředků formou daru obecně prospěšné společnosti Societa, o.p.s. na poskytování sociálních služeb (usnesení k Z-528)","33","528","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23276","27","pass","41","0","0","68","41"
"20303","2009-05-28","Návrh na poskytnutí účelové investiční dotace MČ Praha 9 (usnesení k Z-462)","34","462","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20303","27","pass","40","0","0","68","40"
"23297","2009-05-28","Návrh na bezúplatné nabytí vlastnictví k pozemku parc.č. 178/21 v k.ú. Veleslavín z vlastnictví České kepubliky do vlastnictví hl.m. Prahy (usnesení k Z-516)","35","516","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23297","27","pass","40","0","0","68","40"
"23298","2009-05-28","Návrh na úplatný převod pozemku parc.č. 397/664 (476 m2), kat.území Chodov, z vlastnictví hl.m. Prahy do vlastnictví Společenství vlastníků jednotek Láskova 1792, 1793 a 1794 (usnesení k Z-482)","36","482","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23298","27","pass","42","0","0","68","42"
"23299","2009-05-28","Návrh úplatného převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991 (usnesení k Z-415)","37","415","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23299","27","pass","41","0","1","68","42"
"23300","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace Útvar rozvoje hl.m. Prahy a zrušení Útvaru pořizování podkladů a dokumentací, organizační složky hlavního města Prahy (usnesení k Z-488)","38","488","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23300","27","pass","43","0","0","68","43"
"22929","2009-05-28","Návrh na udělení grantů hl.m. Prahy vlastníkům památkově významných staveb a objektů v roce 2009 (usnesení k Z-400)","39","400","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22929","27","pass","41","0","0","68","41"
"23301","2009-05-28","Návrh na revokaci usnesení ZHMP č. 40/72 ze dne 14.9. 2006 k návrhu na úplatné nabytí budovy č.p. 78 v k.ú. Nové Město, Spálená 12, Praha 1, včetně pozemku parc.č. 752 v k.ú. Nové Město z vlastnictví České republiky do vlastnictví hl. m. Prahy (usnesení k Z-550)","40","550","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23301","27","pass","38","0","0","68","38"
"23302","2009-05-28","Návrh na navýšení neinvestiční dotace z poplatku za uložení odpadu na skládku Ďáblice městským částem Praha - Ďáblice a Praha - Březiněves o inflaci roku 2008 (usnesení k Z-419)","41","419","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23302","27","pass","42","0","0","68","42"
"23303","2009-05-28","Návrh na bezúplatné nabytí pozemků parc.č. 4292/139 o výměře 23 m2 a parc.č. 4292/140 o výměře 100 m2, vše k.ú. Strašnice z vlastnictví ČR - Úřad pro zastupování státu ve věcech majetkových do vlastnictví hl.m. Prahy (usnesení k Z-499)","42","499","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23303","27","pass","42","0","0","68","42"
"23304","2009-05-28","Návrh na úplatné nabytí vlastnictví nemovitostí - pozemků č. parc. 2083/2, 2083/3, části pozemku č. parc.2083/1 označeného jako č. parc.  2083/6 a spoluvlastnických podílů pozemku č. parc. 1450/2,  vše v k.ú. Smíchov - do vlastnictví hl. m. Prahy za účelem  majetkového vypořádání stavby č. 9543 MO R (usnesení k Z-416)","43","416","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23304","27","fail","34","0","2","68","36"
"23309","2009-05-28","Návrh na úplatné nabytí vlastnictví nemovitostí - pozemků č. parc. 2083/2, 2083/3, části pozemku č. parc.2083/1 označeného jako č. parc.  2083/6 a spoluvlastnických podílů pozemku č. parc. 1450/2,  vše v k.ú. Smíchov - do vlastnictví hl. m. Prahy za účelem  majetkového vypořádání stavby č. 9543 MO R (usnesení k Z-416)","43","416","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23309","27","pass","38","0","3","68","41"
"23310","2009-05-28","Návrh na úpravu rozpočtu běžných výdajů v kap.04 - Školství, mládež a samospráva na rok 2009 u předškolních zařízení, škol a školských zařízení, jejichž zřizovatelem jsou městské části hl.m. Prahy (usnesení k Z-446)","44","446","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23310","27","pass","41","0","1","68","42"
"23311","2009-05-28","Návrh na poskytnutí bezúročné půjčky z rozpočtu hl.m. Prahy příspěvkové organizaci Pražská konzervatoř, Praha 1, Na Rejdišti 1 k zajištění retrofinancování grantu v rámci Finančních mechanismů Evropského hospodářského prostoru a Norska na projekt ""Podmínky pro rozvoj talentů - rozšíření výukových pr (usnesení k Z-474)","45","474","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23311","27","pass","42","0","0","68","42"
"23312","2009-05-28","Návrh změny zřizovací listiny příspěvkové organizace Hotelová škola Radlická, se sídlem Praha 5, Radlická 115 (usnesení k Z-421)","46","421","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23312","27","pass","40","0","0","68","40"
"23313","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace Střední škola dostihového sportu a jezdectví, se sídlem 159 00 Praha 5 - Velká Chuchle, U Závodiště 325/1 (usnesení k Z-373)","47","373","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23313","27","pass","39","0","0","68","39"
"23314","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace Střední škola umělecká a řemeslná, se sídlem 150 05 Praha 5, Nový Zlíchov 1/1063 (usnesení k Z-143)","48","143","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23314","27","pass","40","0","0","68","40"
"23315","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace Vyšší odborná škola informačních služeb, Praha 4, Pacovská 350 (usnesení k Z-409)","49","409","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23315","27","pass","36","0","0","68","36"
"23316","2009-05-28","Návrh na změnu zřizovacích listin příspěvkových organizací v působnosti odboru SMT (usnesení k Z-420)","50","420","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23316","27","pass","41","0","0","68","41"
"23317","2009-05-28","Návrh změny zřizovací listiny příspěvkové organizace Střední školy - Centrum odborné přípravy technickohospodářské, Praha 9, Poděbradská 1/179 (usnesení k Z-394)","51","394","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23317","27","pass","41","0","0","68","41"
"23318","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace Střední odborná škola a Střední odborné učiliště, Praha 10, Weilova 4 (usnesení k Z-031)","52","031","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23318","27","pass","41","0","0","68","41"
"23319","2009-05-28","Soubor rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2009 (protinávrh k Z-451)","53","451","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23319","27","fail","11","27","26","68","64"
"23320","2009-05-28","Soubor rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2009 (protinávrh k Z-451)","53","451","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23320","27","fail","26","12","29","68","67"
"23321","2009-05-28","Soubor rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2009 (protinávrh k Z-451)","53","451","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23321","27","fail","27","11","28","68","66"
"23322","2009-05-28","Soubor rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2009 (protinávrh k Z-451)","53","451","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23322","27","fail","27","11","29","68","67"
"23323","2009-05-28","Soubor rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2009 (usnesení k Z-451)","53","451","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23323","27","pass","40","8","13","68","61"
"23324","2009-05-28","Návrh na poskytnutí účelové neinvestiční dotace městské části Praha 19 na vrub kapitoly 10 – neúčelové rezerva rozpočtu hlavního města Prahy (usnesení k Z-507)","54","507","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23324","27","pass","48","0","0","68","48"
"23325","2009-05-28","Návrh na změnu účelu investiční dotace poskytnuté z rozpočtu hlavního města Prahy v roce 2009 městské části Praha 22 (usnesení k Z-486)","55","486","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23325","27","pass","45","0","0","68","45"
"23326","2009-05-28","Návrh prohlášení hl.m. Prahy ve věci dofinancování prodloužení trasy metra A (Dejvická – Motol) (protinávrh k Z-532)","56","532","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23326","27","fail","17","8","23","68","48"
"23327","2009-05-28","Návrh prohlášení hl.m. Prahy ve věci dofinancování prodloužení trasy metra A (Dejvická – Motol) (usnesení k Z-532)","56","532","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23327","27","pass","45","0","5","68","50"
"23328","2009-05-28","Návrh na revokaci usnesení ZHMP č. 18/15 ze dne 19.6.2008 – založení obecně prospěšné společnosti Pražské centrum primární prevence o.p.s. (usnesení k Z-508)","57","508","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23328","27","pass","47","0","2","68","49"
"22930","2009-06-18","28.  zasedání (návrhový výbor)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22930","28","pass","57","0","0","68","57"
"22931","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22931","28","pass","61","0","2","68","63"
"22932","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22932","28","pass","62","0","1","68","63"
"22933","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22933","28","pass","63","0","1","68","64"
"22934","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22934","28","pass","64","0","1","68","65"
"22935","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22935","28","pass","64","0","0","68","64"
"23329","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23329","28","pass","65","0","0","68","65"
"23330","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23330","28","pass","60","0","5","68","65"
"22951","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22951","28","pass","58","1","4","68","63"
"22952","2009-06-18","28.  zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22952","28","pass","66","0","0","68","66"
"22953","2009-06-18","28.  zasedání (schválení programu)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22953","28","pass","67","0","0","68","67"
"22954","2009-06-18","Návrh na udělení ceny hlavního města Prahy Karlu Gottovi a Waldemaru Matuškovi – in memoriam (usnesení k Z-567)","1","567","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=22954","28","pass","63","0","2","68","65"
