id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
53-400.tx,2010-07-06T20:50:35,MPV  Nº 483/2010 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD04,ordinary,15,extraordinary,6,261,1,36,0
53-412.tx,2010-07-06T22:31:47,MPV  Nº 483/2010 - DVS - PSDB - ART. 6º DO PLV,CD04,ordinary,15,extraordinary,214,59,2,0,0
53-416.tx,2010-07-06T23:18:35,PEC  Nº 446/2009 - EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,15,extraordinary,349,0,0,0,0
53-421.tx,2010-07-07T18:53:11,REQ  Nº 7166/2010 - URGÊNCIA P/ PL Nº 7540/2010,CD04,ordinary,16,ordinary,281,6,2,0,0
53-376.tx,2010-06-08T18:19:27,REQ - PREF. P/ O ITEM 2,CD04,ordinary,13,ordinary,212,46,1,22,0
53-380.tx,2010-06-08T19:39:47,MPV  Nº 482/2010 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,CD04,ordinary,13,ordinary,1,270,1,22,0
53-393.tx,2010-06-16T13:00:35,PDC  Nº 2600/2010 - REQUERIMENTO 6752/2010 - RETIRADA DE PAUTA,CD04,ordinary,13,extraordinary,12,185,1,33,0
53-394.tx,2010-06-16T18:43:46,REQ  Nº 6752/2010 - REQUERIMENTO DE RETIRADA DE PAUTA DA URGÊNCIA,CD04,ordinary,14,extraordinary,6,252,2,50,0
53-395.tx,2010-06-16T21:29:08,REQ  Nº 6918/2010 - RETIRADA DE PAUTA DA URGÊNCIA,CD04,ordinary,14,extraordinary,45,78,9,68,0
53-396.tx,2010-06-22T17:51:17,MPV  Nº 483/2010 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,14,ordinary,0,71,0,19,0
53-315.tx,2010-05-04T19:50:39,MPV  Nº 475/2009 - DVS - DEM - EMENDA Nº 10,CD04,ordinary,9,ordinary,166,193,1,2,0
53-318.tx,2010-05-04T21:05:54,MPV  Nº 475/2009 - DVS - PPS - EMENDA Nº 26,CD04,ordinary,9,extraordinary,323,80,2,1,0
53-320.tx,2010-05-04T22:44:45,PLP  Nº 168/1993 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,9,extraordinary,14,290,4,18,0
53-321.tx,2010-05-04T00:08:33,PLP  Nº 168/1993 - SUBEMENDA SUBSTITUTIVA GLOBAL,CD04,ordinary,9,extraordinary,388,1,0,0,0
53-329.tx,2010-05-05T20:19:44,PLP  Nº 168/1993 - DVS - DEM - EMENDA Nº 26,CD04,ordinary,9,extraordinary,175,207,1,1,0
53-330.tx,2010-05-05T21:19:07,"PLP  Nº 168/1993 - DVS - PMDB - EXPR. ""P/ ELEIÇÃO NA QUAL CONCORREM ... ANOS SEGUINTES""",CD04,ordinary,9,extraordinary,362,41,0,0,0
53-331.tx,2010-05-05T21:41:32,"PLP  Nº 168/1993 - DVS - PTB - EXPR. ""OU PROFERIDA POR ORGÃO JUDICIAL COLEGIADO""",CD04,ordinary,9,extraordinary,377,2,2,0,0
53-333.tx,2010-05-11T17:45:10,ELEIÇÃO - MEMBRO CNMP - CANDIDATO ÚNICO - LUIZ MOREIRA GOMES JUNIOR,CD04,ordinary,10,ordinary,294,4,2,0,0
53-334.tx,2010-05-11T18:32:58,"PLP  Nº 168/1993 - DVS - PP - NÚMERO 3 ALÍNEA ""E"" INCISO I ART. 1º CONST. ART. 2º SUBEMENDA",CD04,ordinary,10,extraordinary,350,2,1,1,0
53-336.tx,2010-05-11T18:47:14,"PLP  Nº 168/1993 - DVS - PMDB - EXPR. ""OU PROFERIDA POR ORGÃO COLEGIADO""",CD04,ordinary,10,extraordinary,333,0,1,0,0
53-335.tx,2010-05-11T18:39:11,"PLP  Nº 168/1993 - DVS - PP - NÚMERO 5 ALÍNEA ""E"" INCISO I ART. 1º CONST. ART. 2º SUBMENDA",CD04,ordinary,10,extraordinary,294,0,2,0,0
53-339.tx,2010-05-11T19:05:58,PLP  Nº 168/1993 - DVS - PR - INCISO XVI ART. 22 CONST. SUBEMENDA,CD04,ordinary,10,extraordinary,354,0,0,0,0
53-338.tx,2010-05-11T18:56:52,"PLP  Nº 168/1993 - DVS - PMDB - EXPR. ""NEM AOS CRIMES DE AÇÃO PENAL PRIVADA""",CD04,ordinary,10,extraordinary,358,0,2,0,0
53-340.tx,2010-05-11T19:30:19,PLP  Nº 168/1993 - DVS - PSDB - ART. 26-C CONST. ART. 2º SUBEMENDA,CD04,ordinary,10,extraordinary,357,44,2,0,0
53-341.tx,2010-05-11T19:42:28,"PLP  Nº 168/1993 - DVS - PMDB - EXPR. ""OU O DIPLOMA"" CONST § 2º ART 26 DISP ART 2º  SUBEMD",CD04,ordinary,10,extraordinary,412,0,3,0,0
53-343.tx,2010-05-12T17:43:07,MPV  Nº 476/2009 - REQUERIMENTO DE PREFERÊNCIA PARA  MPV Nº 479/2009,CD04,ordinary,10,ordinary,211,2,10,58,0
53-344.tx,2010-05-12T20:29:14,PL   Nº 1481/2007 - REQUERIMENTO DE URGÊNCIA,CD04,ordinary,10,extraordinary,263,6,4,37,0
53-345.tx,2010-05-12T21:16:14,PL   Nº 1481/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,10,extraordinary,6,241,1,43,0
53-371.tx,2010-05-26T18:06:49,MPV  Nº 476/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,12,ordinary,206,98,1,3,0
53-373.tx,2010-05-26T20:52:26,PL   Nº 1481/2007 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD04,ordinary,12,extraordinary,8,244,1,35,0
53-279.tx,2010-04-06T19:53:54,MPV  Nº 477/2009 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD04,ordinary,6,ordinary,93,11,9,86,0
53-280.tx,2010-04-07T18:03:58,MPV  Nº 477/2009 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD04,ordinary,6,ordinary,215,2,12,112,0
53-284.tx,2010-04-13T18:09:18,MPV  Nº 477/2009 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD04,ordinary,7,ordinary,258,2,2,60,0
53-290.tx,2010-04-13T19:33:32,MPV  Nº 477/2009 - DVS - DEM - ANEXO I UNIDADE 54101 - MINISTÉRIO DO TURISMO,CD04,ordinary,7,ordinary,256,6,2,53,0
53-295.tx,2010-04-14T17:49:21,"REQ - PREF. P/ APRECIAÇÃO DA PAUTA NA SEG. ORDEM: MPVs Nºs 480/2010, 475/2009...",CD04,ordinary,7,ordinary,228,26,2,62,0
53-299.tx,2010-04-14T21:07:15,REQ  Nº 6467/2010 - URGÊNCIA P/ PDC Nº 731/2000 - PLEBISCITO TAPAJÓS,CD04,ordinary,7,extraordinary,265,51,13,0,0
53-300.tx,2010-04-14T21:45:56,REQ  Nº 6468/2010 - URGÊNCIA P/ PDC Nº 2.300/2009 - PLEBISCITO CARAJÁS,CD04,ordinary,7,extraordinary,261,53,14,0,0
53-301.tx,2010-04-14T22:17:01,PLP  Nº 277/2005 - SUBEMENDA SUBSTITUTIVA GLOBAL OFERECIDA PELO RELATOR,CD04,ordinary,7,extraordinary,324,0,1,0,0
53-307.tx,2010-04-27T17:51:30,REQ - PREF. P/ APRECIAÇÃO DA MPV Nº 475/2009,CD04,ordinary,8,extraordinary,306,2,0,0,0
53-309.tx,2010-04-28T17:42:30,MPV  Nº 475/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,8,ordinary,128,214,0,1,0
53-204.tx,2010-03-02T19:35:28,PL   Nº 5186/2005 - DVS - PSDB - EMENDA DE PLENÁRIO Nº 35,CD04,ordinary,2,ordinary,110,251,0,0,0
53-209.tx,2010-03-02T22:38:06,PEC  Nº 300/2008 - EMENDA AGLUTINATIVA SUBSTITUTIVA GLOBAL Nº 1,CD04,ordinary,2,extraordinary,393,0,2,0,0
53-211.tx,2010-03-03T17:42:13,PL   Nº 5941/2009 - DVS - DEM - EMENDA Nº 78,CD04,ordinary,2,ordinary,84,210,0,0,0
53-213.tx,2010-03-03T18:35:08,PL   Nº 5941/2009 - DVS - DEM - EMENDA Nº 77,CD04,ordinary,2,ordinary,93,262,2,1,0
53-219.tx,2010-03-03T21:30:07,"PEC  Nº 300/2008 - DVS Bloco EXPR. ""EXTENSIVA...AMAPÁ"", EMD 4 PEC 300, P/ FINAL §9º ART 144...",CD04,ordinary,2,extraordinary,322,0,1,0,0
53-220.tx,2010-03-09T17:49:15,PLP  Nº 543/2009 - REQUERIMENTO DE URGÊNCIA,CD04,ordinary,3,ordinary,298,4,2,6,0
53-221.tx,2010-03-09T19:04:38,PLP  Nº 543/2009 - EMENDAS DE PLENÁRIO Nº 1 E 2 COM PARECER PELA APROVAÇÃO,CD04,ordinary,3,ordinary,323,1,1,1,0
53-222.tx,2010-03-09T19:29:16,PLP  Nº 543/2009 - PROJETO DE LEI COMPLEMENTAR,CD04,ordinary,3,ordinary,328,5,3,1,0
53-223.tx,2010-03-10T19:37:21,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,3,extraordinary,40,299,0,0,0
53-228.tx,2010-03-10T22:06:37,PL   Nº 2502/2007 - DVS - PPS - EMENDA Nº 387,CD04,ordinary,3,extraordinary,369,72,2,0,0
53-229.tx,2010-03-10T22:27:39,ELEIÇÃO - MEMBRO CNJ - CANDIDATO ÚNICO - MARCELO ROSSI NOBRE,CD04,ordinary,3,extraordinary,396,5,7,0,0
53-233.tx,2010-03-16T17:29:13,REQ  Nº 5670/2009 - COMISSÃO EXTERNA,CD04,ordinary,4,ordinary,126,141,3,0,0
53-250.tx,2010-03-17T21:05:20,PLP  Nº 374/2008 - SUBSTITUTIVO DA CFT,CD04,ordinary,4,extraordinary,330,1,0,0,0
53-248.tx,2010-03-17T20:24:01,PLP  Nº 374/2008 - REQUERIMENTO DE URGÊNCIA,CD04,ordinary,4,extraordinary,346,2,1,0,0
53-253.tx,2010-03-23T18:52:47,MPV  Nº 472/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,5,extraordinary,7,258,0,57,0
53-257.tx,2010-03-24T16:14:00,MPV  Nº 472/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,5,extraordinary,2,254,1,46,0
53-263.tx,2010-03-24T18:51:21,MPV  Nº 472/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,5,extraordinary,4,258,2,44,0
53-268.tx,2010-03-24T20:20:56,MPV  Nº 472/2009 - DVS - DEM - ART. 50 DO PLV,CD04,ordinary,5,extraordinary,229,27,2,31,0
53-161.tx,2010-02-03T18:05:27,PEC  Nº 47/2003 - SEGUNDO TURNO,CD04,ordinary,0,ordinary,376,0,2,0,0
53-172.tx,2010-02-23T17:08:56,CONSULTA - MODIFICAÇÃO DA PAUTA,CD04,ordinary,1,ordinary,0,0,0,4,0
53-173.tx,2010-02-23T19:48:52,PL   Nº 5417/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,1,extraordinary,39,273,1,24,0
53-176.tx,2010-02-23T21:02:09,PL   Nº 5417/2009 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO,CD04,ordinary,1,extraordinary,254,36,2,8,0
53-181.tx,2010-02-23T22:40:22,PL   Nº 5417/2009 - SUBSTITUTIVO ADOTADO PELA COMISSÃO ESPECIAL,CD04,ordinary,1,extraordinary,330,1,0,10,0
53-182.tx,2010-02-24T12:21:27,PL   Nº 5417/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,1,extraordinary,46,213,1,22,0
53-191.tx,2010-02-24T14:33:45,PL   Nº 5417/2009 - DVS - PsbPCdoBPmnPrb - EMENDA Nº 116,CD04,ordinary,1,extraordinary,153,2,2,40,0
53-192.tx,2010-02-24T16:49:29,PL   Nº 5417/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,1,extraordinary,36,228,3,1,0
53-194.tx,2010-02-24T19:15:28,PL   Nº 5417/2009 - DVS - PsbPCdoBPmnPrb - EMENDA Nº 116,CD04,ordinary,1,extraordinary,357,1,0,0,0
53-196.tx,2010-02-24T20:13:07,PL   Nº 5417/2009 - EMENDA AGLUTINATIVA Nº 3,CD04,ordinary,1,extraordinary,92,309,1,0,0
53-094.tx,2009-12-01T17:48:49,MPV  Nº 470/2009 - REQUERIMENTO DE INVERSÃO DE PAUTA,CD03,ordinary,33,ordinary,209,45,1,25,0
53-097.tx,2009-12-02T12:28:42,MPV  Nº 470/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,33,extraordinary,3,261,2,48,0
53-101.tx,2009-12-02T14:36:28,MPV  Nº 470/2009 - REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,CD03,ordinary,33,extraordinary,1,255,1,36,0
53-105.tx,2009-12-02T17:27:07,MPV  Nº 470/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,33,extraordinary,1,258,0,55,0
53-112.tx,2009-12-02T19:13:22,"MPV  Nº 470/2009 - DVS - DEM - EXPR. ""RENEGOCIAR OU"" ART. 2º DA MP",CD03,ordinary,33,extraordinary,270,6,0,40,0
53-117.tx,2009-12-02T20:58:56,MPV  Nº 470/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,33,extraordinary,1,269,0,36,0
53-121.tx,2009-12-02T22:59:00,MPV  Nº 470/2009 - RECURSO - EMENDA DE REDAÇÃO,CD03,ordinary,33,extraordinary,3,253,0,23,0
53-123.tx,2009-12-08T16:01:17,PL   Nº 2502/2007 - REQUERIMENTO DE PREFERÊNCIA,CD03,ordinary,34,extraordinary,195,2,1,41,0
53-124.tx,2009-12-08T17:43:36,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,34,extraordinary,2,256,1,68,0
53-127.tx,2009-12-08T19:10:57,PL   Nº 2502/2007 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO,CD03,ordinary,34,extraordinary,254,7,2,47,0
53-128.tx,2009-12-08T20:38:40,PL   Nº 2502/2007 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,CD03,ordinary,34,extraordinary,5,251,3,35,0
53-130.tx,2009-12-08T21:54:50,PL   Nº 2502/2007 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 1 SESSÃO,CD03,ordinary,34,extraordinary,6,250,0,44,0
53-134.tx,2009-12-09T17:16:53,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,34,extraordinary,5,251,0,36,0
53-137.tx,2009-12-09T18:57:04,PL   Nº 2502/2007 - REQUERIMENTO DE VOTAÇÃO EM GLOBO DOS DESTAQUES SIMPLES,CD03,ordinary,34,extraordinary,258,20,0,58,0
53-142.tx,2009-12-09T21:31:47,PL   Nº 2502/2007 - DVS - DEM - PREFERÊNCIA PARA A EMENDA Nº 376,CD03,ordinary,34,extraordinary,23,249,2,22,0
53-150.tx,2009-12-10T00:26:47,PEC  Nº 391/2009 - SEGUNDO TURNO,CD03,ordinary,34,extraordinary,315,0,1,0,0
53-139.tx,2009-12-09T20:09:04,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,34,extraordinary,11,248,0,47,0
53-152.tx,2009-12-15T17:36:36,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,35,extraordinary,56,198,2,55,0
53-158.tx,2009-12-16T20:05:25,PLP  Nº 12/2003 - EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO,CD03,ordinary,35,extraordinary,317,17,1,0,0
53-152.tx,2009-12-15T17:36:36,PL   Nº 2502/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,35,extraordinary,56,198,2,55,0
53-159.tx,2009-12-16T20:33:06,PLP  Nº 12/2003 - DVS PV - § 3º DO ART. 17 DA EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO,CD03,ordinary,35,extraordinary,279,26,2,0,0
53-004.tx,2009-11-03T18:17:33,MPV  Nº 465/2009 - DVS - PPS - EMENDA Nº 3,CD03,ordinary,29,ordinary,203,116,1,0,0
53-008.tx,2009-11-03T20:20:16,PDC  Nº 981/2008 - PROJETO DE DECRETO LEGISLATIVO,CD03,ordinary,30,extraordinary,223,122,5,0,0
53-009.tx,2009-11-03T20:40:05,PEC  Nº 324/2009 - ALTERA A COMPOSIÇÃO DO CNJ - SEGUNDO TURNO,CD03,ordinary,30,extraordinary,333,1,0,0,0
53-010.tx,2009-11-03T21:17:52,PEC  Nº 47/2003 - ALIMENTAÇÃO COMO DIREITO SOCIAL - PRIMEIRO TURNO,CD03,ordinary,30,extraordinary,374,2,1,0,0
53-013.tx,2009-11-04T21:06:49,PEC  Nº 351/2009 - EMENDA AGLUTINATIVA GLOBAL Nº 1,CD03,ordinary,30,extraordinary,328,76,4,1,0
53-015.tx,2009-11-10T18:52:15,MPV  Nº 466/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,30,ordinary,4,260,3,41,0
53-017.tx,2009-11-10T20:06:45,MPV  Nº 466/2009 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,CD03,ordinary,30,ordinary,4,269,3,30,0
53-020.tx,2009-11-10T21:32:34,MPV  Nº 466/2009 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO,CD03,ordinary,30,ordinary,257,10,2,39,0
53-025.tx,2009-11-10T23:09:10,MPV  Nº 466/2009 - VOTAÇÃO UMA A UMA DAS EMENDAS DO SENADO,CD03,ordinary,31,extraordinary,2,217,2,21,0
53-032.tx,2009-11-11T18:48:14,MPV  Nº 466/2009 - DVS - DEM - EMENDA Nº 3 DO SENADO FEDERAL,CD03,ordinary,31,ordinary,268,106,0,0,0
53-035.tx,2009-11-11T20:03:58,PL   Nº 5940/2009 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,ordinary,287,84,0,1,0
53-034.tx,2009-11-11T19:44:11,PL   Nº 5334/2009 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,ordinary,289,89,2,7,0
53-037.tx,2009-11-11T20:35:01,PL   Nº 5939/2009 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,extraordinary,301,79,0,0,0
53-036.tx,2009-11-11T20:22:59,PL   Nº 5941/2009 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,extraordinary,289,81,0,0,0
53-042.tx,2009-11-17T17:40:56,MPV  Nº 469/2009 - CONSULTA SOBRE MODIFICAÇÃO DA ORDEM DO DIA,CD03,ordinary,31,ordinary,2,259,1,21,0
53-049.tx,2009-11-17T18:59:38,PL   Nº 5939/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,31,ordinary,14,260,3,18,0
53-054.tx,2009-11-18T16:50:37,PL   Nº 5939/2009 - DESTAQUE PREFERÊNCIA EMENDA SUBSTITUTIVA DE PLENÁRIO Nº 114,CD03,ordinary,31,extraordinary,38,239,1,0,0
53-062.tx,2009-11-18T17:44:46,PL   Nº 5939/2009 - PROJETO DE LEI,CD03,ordinary,31,extraordinary,250,67,0,0,0
53-072.tx,2009-11-18T19:44:32,PL   Nº 5939/2009 - DVS - PPS - ART. 15 DO PL,CD03,ordinary,32,extraordinary,286,88,1,0,0
53-075.tx,2009-11-18T21:32:22,PEC  Nº 130/2007 - SUBSTITUTIVO,CD03,ordinary,32,extraordinary,260,121,31,0,0
53-080.tx,2009-11-24T18:07:44,MPV  Nº 469/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,32,ordinary,10,251,1,78,0
53-085.tx,2009-11-24T19:52:52,MPV  Nº 469/2009 - REQUERIMENTO DE DISCUSSÃO POR GRUPOS DE ARTIGOS,CD03,ordinary,32,ordinary,7,250,4,54,0
53-087.tx,2009-11-25T17:40:07,MPV  Nº 469/2009 - MODIFICAÇÃO DA ORDEM DO DIA,CD03,ordinary,33,extraordinary,5,252,2,68,0
53-089.tx,2009-11-25T19:01:19,MPV  Nº 469/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,33,extraordinary,24,239,0,55,0
53-091.tx,2009-11-25T21:13:09,PEC  Nº 351/2009 - SEGUNDO TURNO,CD03,ordinary,33,extraordinary,338,77,7,0,0
53-092.tx,2009-11-25T21:39:24,PEC  Nº 391/2009 - PRIMEIRO TURNO - SUBSTITUTIVO,CD03,ordinary,33,extraordinary,382,0,1,0,0
53-093.tx,2009-11-26T11:48:15,REQ  Nº 5921/2009 - INVESTIGAÇÃO DA FORMAÇÃO DOS VALORES DAS TARIFAS DE ENERGIA ELÉTRICA,CD03,ordinary,33,extraordinary,30,18,6,42,0
53-914.tx,2009-10-06T20:50:31,MPV  Nº 466/2009 - DVS - DEM - EMENDA 26,CD03,ordinary,27,extraordinary,117,240,3,1,0
53-918.tx,2009-10-06T22:00:05,MPV  Nº 466/2009 - DVS - PPS - ART 7º EMENDA 45,CD03,ordinary,27,extraordinary,87,223,0,0,0
53-924.tx,2009-10-07T20:00:11,PEC  Nº 483/2005 - SEGUNDO TURNO,CD03,ordinary,27,extraordinary,390,8,3,0,0
53-925.tx,2009-10-07T20:37:08,PLP  Nº 462/2009 - SUBSTITUTIVO DOS RELATORES,CD03,ordinary,27,extraordinary,327,0,0,0,0
53-934.tx,2009-10-13T19:58:54,PEC  Nº 324/2009 - VOTAÇÃO EM PRIMEIRO TURNO,CD03,ordinary,28,extraordinary,383,0,0,0,0
53-936.tx,2009-10-14T18:19:24,PL   Nº 5798/2009 - REC. CONTRA PARECER DE INADMISSIBILIDADE DA EMD. DE PLENÁRIO Nº 7,CD03,ordinary,28,ordinary,201,133,0,0,0
53-953.tx,2009-10-21T17:37:03,MPV  Nº 468/2009 - DVS - PSDB - ART. 3º DO PLV,CD03,ordinary,29,ordinary,214,71,1,0,0
53-969.tx,2009-10-21T22:04:28,"PL   Nº 7703/2006 - DVS - PSDB - EXP.""CITOPATOLÓGICO"" INC.VIII ART.4º SUBST.CTASP",CD03,ordinary,29,extraordinary,269,92,6,1,0
53-972.tx,2009-10-21T23:12:12,PL   Nº 18/2007 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,29,extraordinary,254,7,1,14,0
53-981.tx,2009-10-27T17:29:10,PL   Nº 5312/2009 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,29,ordinary,264,33,0,0,0
53-984.tx,2009-10-27T18:14:42,PDC  Nº 981/2008 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,29,ordinary,267,44,0,1,0
53-993.tx,2009-10-28T19:35:15,PL   Nº 5245/2009 - DVS - DEM - ART 1º DO PL 5245/09 E DOS ARTS. 2º E 3º POR DECORRÊNCIA,CD03,ordinary,29,ordinary,291,59,1,0,0
53-996.tx,2009-10-28T20:36:11,PL   Nº 5245/2009 - DVS - PPS - § 2º DO ART. 3º DO PL 5245/09,CD03,ordinary,29,extraordinary,267,70,1,0,0
53-002.tx,2009-10-28T21:41:32,PEC  Nº 324/2009 - SEGUNDO TURNO,CD03,ordinary,29,extraordinary,285,0,1,0,0
53-830.tx,2009-09-01T17:38:33,MPV  Nº 465/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,22,ordinary,8,247,5,53,0
53-831.tx,2009-09-02T17:52:56,MPV  Nº 465/2009 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,22,ordinary,8,254,1,47,0
