id,start_date,motion:title,motion:legislative_session
61-300,2011-03-29,DECRETO QUE REFORMA Y ADICIONA LA LEY DE PLANEACION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-309,2011-04-06,DECRETO QUE REFORMA LA FRACCION III DEL ARTICULO 109 DE LA LEY DEL IMPUESTO SOBRE LA RENTA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-308,2011-04-06,DECRETO QUE REFORMA EL SEGUNDO PARRAFO DEL ARTICULO 116 DE LA LEY FEDERAL DE PROTECCION AL CONSUMIDOR (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-372,2011-04-29,"DECRETO QUE ADICION EL TERCER PÁRRAFO AL ARTÍCULO VIGÉSIMO QUINTO TRANSITORIO DE LA LEY DEL SEGURO SOCIAL, PUBLICADA EN EL DIARIO OFICIAL DE LA FEDERACIÓN EL 21 DE DICIEMBRE DE 1995. (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-373,2011-04-29,ELECCION DE INTEGRANTES DE LA COMISION PERMANENTE PARA EL SEGUNDO RECESO DEL SEGUNDO AÑO DE EJERCICIO (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Segundo Año
61-370,2011-04-29,"DECRETO QUE REFORMA QUE REFORMA LOS ARTICULOS 7, 12, 16, 48, 51, 58, 108, 117 Y 118 DE LA LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-371,2011-04-29,"DECRETO QUE REFORMA LOS ARTICULOS 364 DEL CFPP Y LOS ARTICULOS 10 Y 76 BIS DE LA LEY DE AMPARO, REGLAMENTARIA DE LOS ART 103 Y 107 DE LA CPEUM (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-376,2011-09-08,DECRETO QUE REFORMA EL PRIMER PARRAFO DEL ARTICULO 60 DEL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-377,2011-09-08,DECRETO QUE REFORMA EL ARTICULO 203 DEL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-374,2011-08-31,ELECCION DE LA MESA DIRECTIVA PARA EL TERCER AÑO DE EJERCICIO (SI SE APRUEBA),Primer Período de Sesiones Ordinarias del Tercer Año
61-375,2011-09-08,DECRETO QUE REFORMA LOS ARTICULOS 419 Y 423 Y SE ADICIONAN LOS ARTICULOS 419 BIS Y 419 TER DEL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-378,2011-09-08,DECRETO QUE DEROGA LOS NUMERALES 14 Y 15 DE LA FRACCION I DEL ARTICULO 194 DEL CODIGO FEDERAL DE PROCEDIMIENTOS PENALES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-379,2011-09-08,DECRETO QUE REFORMA EL ARTICULO 4 DEL REGLAMENTO DEL CANAL DE TELEVISION DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-558,2011-12-06,"PUNTO DE ACUERDO POR EL QUE SE EXHORTA A LA SRE, PARA QUE TRASMITA AL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA EL ENERGICO RECHAZO QUE HACE ESTA SOBERANIA POR TODAS LAS OPERACIONES REALIZADAS EN TERRITORIO MEXICANO, QUE EN MATERIA DE SEGURIDAD BINACIONAL SE DESARROLLE AL MARGEN DE MECANISMOS DE COOPERACION BILATERALES PARA EL COMBATE DEL NARCOTRAFICO Y LA DELINCUENCIA ORGANIZADA (SI SE APRUEBA)",Primer Período de Sesiones Ordinarias del Tercer Año
61-559,2011-12-06,"PUNTO DE ACUERDO POR EL QUE SE EXHORA AL EJECUTIVO FEDERAL, A EFECTO DE QUE SEPARE DEL CARGO DE FORMA TEMPORAL AL SECRETARIO DE LA FUNCION PUBLICA, PARA EL MEJOR PROVEER DE LAS AVERIGUACIONES PREVIAS Y PROCEDIMIENTOS ADMINISTRATIVOS QUE INVOLUCRAN A SU ESPOSA EN UNA RED DE EXTORSIONADORES A GASOLINEROS (SI SE APRUEBA)",Primer Período de Sesiones Ordinarias del Tercer Año
61-570,2011-12-08,"DECRETO QUE ADICIONA UN ARTICULO TRANSITORIO AL DIVERSO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES A LA LEY ORGANICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS, PUBLICADO EN EL DIARIO OFICIAL DE LA FEDERACION, EL 13 DE SEPTIEMBRE DE 2006 (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-571,2011-12-08,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD, EN MATERIA DE BEBIDAS ALCOHOLICAS. (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-279,2011-03-10,DECRETO QUE REFORMA EL ARTICULO 77 DE LA LEY FEDERAL DE SANIDAD VEGETAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-278,2011-03-09,DECRETO QUE REFORMA LA FRACCION II DEL ARTICULO 127 Y ADICIONA LA FRACCION XXIV AL ARTICULO 122 DE LA LEY GENERAL DE VIDA SILVESTRE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-574,2011-12-08,"DECRETO, QUE REFORMA EL ARTÍCULO 225 DE LA LEY GENERAL DE SALUD, EN MATERIA DE MEDICAMENTOS Y SISTEMA BRAILLE (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
61-575,2011-12-08,DECRETO QUE REFORMA LA FRACCION III DEL ARTICULO 10 DE LA LEY FEDERAL DE TELECOMUNICACIONES (EN LO GENERAL Y EN LO PARTICULAR).,Primer Período de Sesiones Ordinarias del Tercer Año
61-576,2011-12-08,DECRETO QUE EXPIDE LA LEY FEDERAL DE ARCHIVOS. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-577,2011-12-08,DECRETO QUE EXPIDE LA LEY GENERAL PARA LA PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
61-273,2011-03-08,DECRETO QUE ADICIONA UN SEGUNDO PARRAFO AL ARTICULO 9 BIS DE LA LEY DE CIENCIA Y TECNOLOGIA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-272,2011-03-08, DECRETO QUE REFORMA LA FRACCION III DEL ARTICULO 231 DE LA LEY FEDERAL DEL DERECHO DE AUTOR (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-271,2011-03-08,DECRETO QUE REFORMA EL ARTICULO 82 DE LA LEY AGRARIA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-270,2011-03-08,TRES DECRETOS QUE CONCEDEN PERMISO A 10 CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS Y A 3 CIUDADDANOS MEXICANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-277,2011-03-09,DECRETO QUE REFORMA LAS FRACCIONES XXXIV DEL ARTICULO 3o. Y III DEL ARTICULO 77 BIS DE LA LEY GENERAL DEL EQUILIBRIO ECOLOGICO Y LA PROTECCION AL AMBIENTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-276,2011-03-09,DECRETO QUE REFORMA Y ADICIONA LOS ARTICULOS 7 BIS Y 18 DE LA LEY DE AGUAS NACIONALES (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-275,2011-03-09,VEINTE PUNTOS DE ACUERDO DE DIVERSAS COMISIONES (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Segundo Año
61-274,2011-03-08,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-116,2010-04-29,"DECRETO POR EL QUE SE REFORMAN,  ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE COMPETENCIA ECONOMICA,  DEL CODIGO PENAL FEDERAL,  DEL CODIGO FISCAL DE LA FEDERACION Y DE LA LEY DE PROC. CONT. ADM. Y DE LA LEY ORG. DEL TRIBUNAL DE JUST. F",Segundo Período de Sesiones Ordinarias del Primer Año
61-117,2010-04-29, DECRETO QUE REFORMA Y  ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE EDUCACION (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
61-114,2010-04-29,"DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL PARA LA PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA (EN LO PARTICULAR EL ARTICULO 7°. FRACCION V RESERVADO,  CON LA MODIFICACION ACEPTADA)",Segundo Período de Sesiones Ordinarias del Primer Año
61-115,2010-04-29,"DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE COMPETENCIA ECONOMICA,  DEL CODIGO PENAL FEDERAL,  DEL CODIGO FISCAL DE LA FEDERACION Y DE LA LEY DE PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO Y DE LA LEY ORGAN",Segundo Período de Sesiones Ordinarias del Primer Año
61-112,2010-04-29,DECRETO QUE REFORMA EL ARTICULO 43 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
61-113,2010-04-29,DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL PARA LA PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
61-110,2010-04-28,DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARA EL FONDO DE APOYO SOCIAL PARA EX TRABAJADORES MIGRATORIOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Primer Año
61-111,2010-04-28,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARA EL FONDO DE APOYO SOCIAL PARA EX TRABAJADORES MIGRATORIOS MEXICANOS (EN LO PARTICULAR EL ARTICULO SEXTO TRANSITORIO RESERVADO,  CON LA MOD",Segundo Período de Sesiones Ordinarias del Primer Año
61-118,2010-04-29,"DECRETO QUE REFORMA Y  ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE EDUCACION (EN LO PARTICULAR EL ARTICULO 7 FRACCION X RESERVADO,  EN SUS TERMINOS)",Segundo Período de Sesiones Ordinarias del Primer Año
61-119,2010-04-29,"DECRETO RELATIVO A LA CUENTA DE LA HACIENDA PUBLICA FEDERAL,  CORRESPONDIENTE AL EJERCICIO FISCAL 2007 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Segundo Período de Sesiones Ordinarias del Primer Año
61-286,2011-03-15,DIECIOCHO PUNTOS DE ACUERDO DE DIVERSAS COMISIONES (SI SE APRUEBAN),Segundo Período de Sesiones Ordinarias del Segundo Año
61-287,2011-03-15,"PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL JEFE DEL GOBIERNO DEL DISTRITO FEDERAL,  RECIBIR EN AUDIENCIA A LOS VECINOS AFECTADOS POR LA CONSTRUCCION DEL PROYECTO VIAL DENOMINADO ""SUPERVIA PONIENTE"" (SI SE APRUEBA)",Segundo Período de Sesiones Ordinarias del Segundo Año
61-284,2011-03-15,DECRETO QUE ADICIONA EL ARTICULO 10 DE LA COMISION NACIONAL DE LOS DERECHOS HUMANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-285,2011-03-15,DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DE LA LEY PARA PREVENIR Y SANCIONAR LA TRATA DE PERSONAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-282,2011-03-15,DECRETO QUE REFORMA EL ARTICULO 5 DE LA LEY FEDERAL DE FOMENTO A LAS ACTIVIDADES REALIZADAS POR LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-283,2011-03-15,DECRETO QUE ADICIONA UN PARRAFO DECIMO AL ARTICULO 4° Y SE REFORMA LA FRACCION XXIX-J DEL ARTICULO 73 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-280,2011-03-10,DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES AL CODIGO FEDERAL DE PROCEDIMIENTOS CIVILES (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-281,2011-03-10,PUNTO DE ACUERDO RELATIVO A LAS NEGOCIACIONES DE LA ALIANZA PARA LA SEGURIDAD Y PROSPERIDAD DE AMERICA DEL NORTE (ASPAN) (SI SE APRUEBA),Segundo Período de Sesiones Ordinarias del Segundo Año
61-551,2011-11-29,"DECRETO QUE REFORMA LOS ARTICULOS 43, 44 Y 47 DE LA LEY DEL INFONAVIT Y EL OCTAVO TRANSITORIO DEL DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY LEY INFONAVIT, PUBLICADO EN EL DOF EL 06 DE ENERO DE 1997 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS RESERVADOS CON LA MODIFICACION ACEPTADA AL ARTICULO 44)",Primer Período de Sesiones Ordinarias del Tercer Año
61-194,2010-11-15,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2011 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTUCULOS NO RESERVADOS,  CON LA FE DE ERRATAS ACEPTADA POR LA ASAMBLEA)",Primer Período de Sesiones Ordinarias del Segundo Año
61-288,2011-03-23,"ACUERDO RELATIVO A LA MINUTA DEL SENADO CON PROYECTO DE DECRETO POR EL QUE SE MODIFICA LA DENOMINACION DEL CAPITULO I DEL TITULO PRIMERO Y REFORMA DIVERSOS ARTICULOS DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS,  EN MATERIA DE DERECHOS HUMA",Segundo Período de Sesiones Ordinarias del Segundo Año
61-289,2011-03-23,DECRETO QUE ADICIONA EL ARTICULO 138 DE LA LEY GENERAL DE CULTURA FISICA Y DEPORTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
61-195,2010-11-15,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2011 (EN LO PARTICULAR EL ARTICULO 37 RESERVADO,  SI SE ADMITE LA PROPUESTA DEL DIP. GERARDO SANCHEZ )",Primer Período de Sesiones Ordinarias del Segundo Año
61-65,2010-03-16,"DECRETO QUE REFORMA QUE ADICIONA UN SEGUNDO Y TERCER PARRAFOS AL ARTICULO 67 Y UNA FRACCION VI AL ARTICULO 113 DE LA LEY GENERAL DE POBLACION (EN LO PARTICULAR LA ADICION DE UN ARTICULO TRANSITORIO, ADMITIDO POR LA ASAMBLEA)",Segundo Período de Sesiones Ordinarias del Primer Año
61-193,2010-11-09,"DECRETO QUE REFORMA LOS ARTICULOS 9 Y 14,  FRACCION VIII DE LA LEY GENERAL DE EDUCACION (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
61-67,2010-03-18,DECRETO QUE REFORMA LAS FRACCIONES IV Y V DEL ARTICULO 36 DE LA LEY DE CIENCIA Y TECNOLOGIA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
61-8,2009-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR, LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Primer Año
61-9,2009-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR EL ARTICULO 267 RESERVADO CON LA MODIFICACION ACEPTADA)",Primer Período de Sesiones Ordinarias del Primer Año
61-6,2009-10-20,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DEL IMPUESTO ESPECIAL SOBRE PRODUCCIÓN Y SERVICIOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Primer Año
61-7,2009-10-20,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DEL IMPUESTO ESPECIAL SOBRE PRODUCCIÓN Y SERVICIOS (EN LO PARTICULAR EL ARTICULO 2°, FRACCION I INCISO A), CON LA MODIFICACION ACEPTADA Y DIVERSOS ARTICULOS RESERVADOS, EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Primer Año
61-4,2009-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LAS LEYES DEL ISR, DEL IMPUESTO A LOS DEPÓSITOS EN EFECTIVO, DEL IVA, DEL CÓDIGO FISCAL DE LA FEDERACIÓN Y DEL DECRETO POR EL QUE SE ESTABLECEN LAS OBLIGACIONES QUE PODRÁN DENOMINARSE EN UNIDADES DE INVERSIÓN; Y REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO FISCAL DE LA FEDERACIÓN Y DE LA LEY SOBRE EL ISR, PUBLICADO EN EL DOF EL 1 DE ABRIL DE 1995 (EN LO GRAL Y EN LO PART LOS ARTS. NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Primer Año
61-5,2009-10-20,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LAS LEYES DEL ISR, DEL IMPUESTO A LOS DEPÓSITOS EN EFECTIVO, DEL IVA, DEL CÓDIGO FISCAL DE LA FEDERACIÓN Y DEL DECRETO POR EL QUE SE ESTABLECEN LAS OBLIGACIONES QUE PODRÁN DENOMINARSE EN UNIDADES DE INVERSIÓN; Y REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO FISCAL DE LA FEDERACIÓN Y DE LA LEY SOBRE EL ISR, PUBLICADO EN EL DOF EL 1 DE ABRIL DE 1995 (EN LO PARTICULAR DIVERSOS ARTICULOS RESERVADOS, EN SUS TÉRMINOS)",Primer Período de Sesiones Ordinarias del Primer Año
61-2,2009-10-13,"PUNTO DE ACUERDO PARA QUE LA MESA DIRECTIVA DE LA CÁMARA DE DIPUTADOS ELABORE UN PROYECTO DE CONTROVERSIA CONSTITUCIONAL EN CONTRA DEL DECRETO POR EL QUE SE EXTINGUE EL ORGANISMO DESCENTRALIZADO LUZ Y FUERZA DEL CENTRO, PUBLICADO EN EL DOF EL 11 DE OCTUBRE DE 2009 (SI SE CONSIDERA DE URGENTE RESOLUCION)",Primer Período de Sesiones Ordinarias del Primer Año
61-3,2009-10-20,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS, RELATIVO LA RÉGIMEN FISCAL DE PEMEX (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Primer Año
61-1,2009-09-23,"PROPOSICIÓN CON PUNTO DE ACUERDO, RELATIVO AL RETIRO DE LA CONCESIÓN DE LA MINA DE COBRE MEXICANA DE CANANEA A LA EMPRESA MINERA MÉXICO, S. A. DE C. V., SUBSIDIARIA DEL GRUPO MÉXICO. (SI SE CONSIDERA DE URGENTE RESOLUCIÓN)",Primer Período de Sesiones Ordinarias del Primer Año
61-691,2012-04-11,DECRETO QUE ADICIONA UNA FRACCION XIX AL ARTICULO 5 DE LA LEY FEDERAL DE FOMENTO A LAS ACTIVIDADES REALIZADAS POR LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-690,2012-04-11,DECRETO QUE ESTABLECE LAS CARACTERISTICAS DE UNA MONEDA CONMEMORATIVA DEL 150 ANIVERSARIO DE LA BATALLA DE PUEBLA DEL 5 DE MAYO DE 1862 (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-693,2012-04-12,TRES DECRETOS QUE CONCEDEN PERMISO A 4 CIUDADANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-692,2012-04-12,DECRETO QUE CONCEDE PERMISO A 5 CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-695,2012-04-12,"DECRETO POR EL QUE SE REFORMA EL ARTICULO 3o. DEL DECRETO QUE AUTORIZO AL EJECUTIVO FEDERAL A FIRMAR, EN REPRESENTACION DEL GOBIERNO DE MEXICO, EL TEXTO DEL CONVENIO SOBRE EL FONDO MONETARIO INTERNACIONAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-694,2012-04-12,DECRETO EXPIDE LA LEY GENERAL DE CAMBIO CLIMATICO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-697,2012-04-12,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE RADIO Y TELEVISION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-696,2012-04-12,"DECRETO QUE REFORMA LOS ARTICULOS 2o. Y 3o. DE LA LEY QUE ESTABLECE BASES PARA LA EJECUCION EN MEXICO, POR EL PODER EJECUTIVO FEDERAL, DEL CONVENIO CONSTITUTIVO DEL BANCO INTERAMERICANO DE DESARROLLO (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-699,2012-04-17,DECRETO QUE REFORMA EL ARTICULO 32 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-698,2012-04-17,"DECRETO QUE ADICIONA UNA FRACCION IV BIS AL ARTICULO 5 Y UN ARTICULO 7 TER A LA LEY DE LOS INSTITUTOS NACIONALES DE SALUD,  EN MATERIA DE GERIATRIA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Periodo de Sesiones Ordinarias del Tercer Año
61-453,2011-10-25,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO PARTICULAR EL ARTICULO 59  RESERVADO, SI SE ACEPTA LA ADICION PROPUESTA POR EL DIP. AGUSTÍN TORRES IBARROLA (PAN))",Primer Período de Sesiones Ordinarias del Tercer Año
