voter_id,vote_event_id,option
strana-soukromniku-ceske-republiky,53,no
strana-soukromniku-ceske-republiky,54,yes
strana-soukromniku-ceske-republiky,55,no
strana-soukromniku-ceske-republiky,56,yes
strana-soukromniku-ceske-republiky,57,yes
strana-soukromniku-ceske-republiky,58,yes
strana-soukromniku-ceske-republiky,59,yes
strana-soukromniku-ceske-republiky,60,yes
strana-soukromniku-ceske-republiky,61,yes
strana-soukromniku-ceske-republiky,62,no
strana-soukromniku-ceske-republiky,63,yes
strana-soukromniku-ceske-republiky,64,yes
strana-soukromniku-ceske-republiky,65,yes
strana-soukromniku-ceske-republiky,101,abstain
strana-soukromniku-ceske-republiky,102,yes
strana-soukromniku-ceske-republiky,103,yes
strana-soukromniku-ceske-republiky,104,abstain
strana-soukromniku-ceske-republiky,105,abstain
strana-soukromniku-ceske-republiky,106,yes
strana-soukromniku-ceske-republiky,107,yes
strana-soukromniku-ceske-republiky,108,no
strana-soukromniku-ceske-republiky,109,abstain
strana-soukromniku-ceske-republiky,110,yes
strana-soukromniku-ceske-republiky,111,yes
strana-soukromniku-ceske-republiky,112,no
strana-soukromniku-ceske-republiky,113,abstain
strana-soukromniku-ceske-republiky,114,abstain
strana-soukromniku-ceske-republiky,115,no
strana-soukromniku-ceske-republiky,116,yes
strana-soukromniku-ceske-republiky,117,abstain
strana-soukromniku-ceske-republiky,118,yes
strana-soukromniku-ceske-republiky,119,no
strana-soukromniku-ceske-republiky,120,no
obcane-2011,1,yes
obcane-2011,2,yes
obcane-2011,4,no
obcane-2011,5,yes
obcane-2011,6,yes
obcane-2011,7,no
obcane-2011,8,no
obcane-2011,9,no
obcane-2011,10,yes
obcane-2011,11,no
obcane-2011,12,no
obcane-2011,13,yes
obcane-2011,14,no
obcane-2011,15,yes
obcane-2011,16,yes
obcane-2011,17,no
obcane-2011,18,yes
obcane-2011,19,yes
obcane-2011,20,yes
obcane-2011,21,yes
obcane-2011,22,yes
obcane-2011,23,no
obcane-2011,24,yes
obcane-2011,25,yes
obcane-2011,26,yes
obcane-2011,27,no
obcane-2011,28,yes
obcane-2011,29,no
obcane-2011,30,yes
obcane-2011,31,no
obcane-2011,32,yes
obcane-2011,33,yes
obcane-2011,34,yes
obcane-2011,35,yes
obcane-2011,36,yes
obcane-2011,37,yes
obcane-2011,38,yes
obcane-2011,39,yes
obcane-2011,40,yes
obcane-2011,41,yes
obcane-2011,42,yes
obcane-2011,43,no
obcane-2011,44,no
obcane-2011,45,yes
obcane-2011,46,yes
obcane-2011,47,yes
obcane-2011,48,no
obcane-2011,49,yes
obcane-2011,50,yes
obcane-2011,51,yes
obcane-2011,52,yes
obcane-2011,53,no
obcane-2011,54,yes
obcane-2011,55,no
obcane-2011,56,yes
obcane-2011,57,yes
obcane-2011,58,yes
obcane-2011,59,yes
obcane-2011,60,yes
obcane-2011,61,no
obcane-2011,62,yes
obcane-2011,63,yes
obcane-2011,64,yes
obcane-2011,65,yes
obcane-2011,101,abstain
obcane-2011,102,yes
obcane-2011,103,yes
obcane-2011,104,yes
obcane-2011,105,no
obcane-2011,106,yes
obcane-2011,107,yes
obcane-2011,108,no
obcane-2011,109,yes
obcane-2011,110,yes
obcane-2011,111,yes
obcane-2011,112,no
obcane-2011,113,yes
obcane-2011,114,abstain
obcane-2011,115,no
obcane-2011,116,yes
obcane-2011,117,yes
obcane-2011,118,yes
obcane-2011,119,no
obcane-2011,120,no
klub-angazovanych-nestraniku,1,no
klub-angazovanych-nestraniku,2,yes
klub-angazovanych-nestraniku,4,no
klub-angazovanych-nestraniku,5,no
klub-angazovanych-nestraniku,6,yes
klub-angazovanych-nestraniku,7,abstain
klub-angazovanych-nestraniku,8,abstain
klub-angazovanych-nestraniku,9,abstain
klub-angazovanych-nestraniku,10,yes
klub-angazovanych-nestraniku,11,no
klub-angazovanych-nestraniku,12,yes
klub-angazovanych-nestraniku,13,yes
klub-angazovanych-nestraniku,14,yes
klub-angazovanych-nestraniku,15,yes
klub-angazovanych-nestraniku,16,no
klub-angazovanych-nestraniku,17,yes
klub-angazovanych-nestraniku,18,yes
klub-angazovanych-nestraniku,19,abstain
klub-angazovanych-nestraniku,20,no
klub-angazovanych-nestraniku,21,abstain
klub-angazovanych-nestraniku,22,no
klub-angazovanych-nestraniku,23,no
klub-angazovanych-nestraniku,24,abstain
klub-angazovanych-nestraniku,25,yes
klub-angazovanych-nestraniku,26,abstain
klub-angazovanych-nestraniku,27,no
klub-angazovanych-nestraniku,28,yes
klub-angazovanych-nestraniku,29,no
klub-angazovanych-nestraniku,30,no
klub-angazovanych-nestraniku,31,abstain
klub-angazovanych-nestraniku,32,no
klub-angazovanych-nestraniku,33,yes
klub-angazovanych-nestraniku,34,yes
klub-angazovanych-nestraniku,35,yes
klub-angazovanych-nestraniku,36,yes
klub-angazovanych-nestraniku,37,no
klub-angazovanych-nestraniku,38,yes
klub-angazovanych-nestraniku,39,yes
klub-angazovanych-nestraniku,40,abstain
klub-angazovanych-nestraniku,41,yes
klub-angazovanych-nestraniku,42,yes
klub-angazovanych-nestraniku,43,no
klub-angazovanych-nestraniku,44,yes
klub-angazovanych-nestraniku,45,yes
klub-angazovanych-nestraniku,46,yes
klub-angazovanych-nestraniku,47,abstain
klub-angazovanych-nestraniku,48,no
klub-angazovanych-nestraniku,49,abstain
klub-angazovanych-nestraniku,50,yes
klub-angazovanych-nestraniku,51,abstain
klub-angazovanych-nestraniku,52,yes
klub-angazovanych-nestraniku,53,no
klub-angazovanych-nestraniku,54,yes
klub-angazovanych-nestraniku,55,yes
klub-angazovanych-nestraniku,56,yes
klub-angazovanych-nestraniku,57,abstain
klub-angazovanych-nestraniku,58,no
klub-angazovanych-nestraniku,59,yes
klub-angazovanych-nestraniku,60,yes
klub-angazovanych-nestraniku,61,no
klub-angazovanych-nestraniku,62,abstain
klub-angazovanych-nestraniku,63,yes
klub-angazovanych-nestraniku,64,yes
klub-angazovanych-nestraniku,65,yes
klub-angazovanych-nestraniku,101,no
klub-angazovanych-nestraniku,102,abstain
klub-angazovanych-nestraniku,103,yes
klub-angazovanych-nestraniku,104,yes
klub-angazovanych-nestraniku,105,no
klub-angazovanych-nestraniku,106,abstain
klub-angazovanych-nestraniku,107,yes
klub-angazovanych-nestraniku,108,no
klub-angazovanych-nestraniku,109,yes
klub-angazovanych-nestraniku,110,yes
klub-angazovanych-nestraniku,111,abstain
klub-angazovanych-nestraniku,112,abstain
klub-angazovanych-nestraniku,113,abstain
klub-angazovanych-nestraniku,114,abstain
klub-angazovanych-nestraniku,115,yes
klub-angazovanych-nestraniku,116,no
klub-angazovanych-nestraniku,117,yes
klub-angazovanych-nestraniku,118,yes
klub-angazovanych-nestraniku,119,abstain
klub-angazovanych-nestraniku,120,no
