id,name,country_code,country,political_group,party
23706,Miloslav RANSDORF,cz,Czech Republic,Confederal Group of the European United Left - Nordic Green Left,Komunistická strana Čech a Moravy
125052,Juan Carlos GIRAUTA VIDAL,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,Ciudadanos – Partido de la Ciudadanía
125039,Fernando MAURA BARANDIARÁN,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,"Unión, Progreso y Democracia"
96790,Marek Józef GRÓBARCZYK,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
124882,Dawid Bohdan JACKIEWICZ,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
125031,Pablo IGLESIAS,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
4270,Marit PAULSEN,se,Sweden,Group of the Alliance of Liberals and Democrats for Europe,Liberalerna
124764,Giovanni TOTI,it,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
1654,Emmanouil GLEZOS,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Coalition of the Radical Left
28251,Jörg LEICHTFRIED,at,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
124899,Andrzej DUDA,pl,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
125029,Hans JANSEN,nl,Netherlands,Non-attached Members,Partij voor de Vrijheid
2119,Olli REHN,fi,Finland,Group of the Alliance of Liberals and Democrats for Europe,Suomen Keskusta
107385,Sampo TERHO,fi,Finland,European Conservatives and Reformists Group,Perussuomalaiset
125036,Pablo ECHENIQUE,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
125033,Teresa RODRIGUEZ-RUBIO,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
37448,Eduard-Raul HELLVIG,ro,Romania,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal
124799,Alessandra MORETTI,it,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
125062,Georgios KATROUGKALOS,el,Greece,Confederal Group of the European United Left - Nordic Green Left,Coalition of the Radical Left
1946,Annemie NEYTS-UYTTEBROECK,be,Belgium,Group of the Alliance of Liberals and Democrats for Europe,Open Vlaamse Liberalen en Democraten
4540,Philip BRADBOURN,uk,United Kingdom,European Conservatives and Reformists Group,Conservative Party
125108,Louis IDE,be,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
124843,Tomislav DONCHEV,bg,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
124696,Andrus ANSIP,ee,Estonia,Group of the Alliance of Liberals and Democrats for Europe,Eesti Reformierakond
1351,Miguel ARIAS CAÑETE,es,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
33997,Corina CREȚU,ro,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
28618,Valdis DOMBROVSKIS,lv,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
124688,Christos STYLIANIDES,cy,Cyprus,Group of the European People's Party (Christian Democrats),Democratic Rally
1832,Marianne THYSSEN,be,Belgium,Group of the European People's Party (Christian Democrats),Christen-Democratisch & Vlaams
97170,Francisco SOSA WAGNER,es,Spain,Group of the Alliance of Liberals and Democrats for Europe,"Unión, Progreso y Democracia"
125106,Johan VAN OVERTVELDT,be,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
96675,Isabella LÖVIN,se,Sweden,Group of the Greens/European Free Alliance,Miljöpartiet de gröna
125034,Carlos JIMÉNEZ VILLAREJO,es,Spain,Confederal Group of the European United Left - Nordic Green Left,PODEMOS
28407,Willy MEYER,es,Spain,Confederal Group of the European United Left - Nordic Green Left,Izquierda Unida
124795,Flavio TOSI,it,Italy,Non-attached Members,Lega Nord
