id,start_date,motion:title,motion:legislative_session
60-16,2006-11-07,DECRETO QUE CONCEDE PERMISO AL PRESIDENTE DE LOS E.U.M. VICENTE FOX QUESADA PARA AUSENTARSE DEL TERRITORIO NACIONAL DEL 10 AL 19 DE NOV 2006 A EFECTO DE QUE REALICE VISITA DE TRABAJO A LA COMINIDAD DE AUSTRALIA DEL 12 AL 16 DE NOV ASI COMO DEL 16 AL 19 PARA QUE PARTICIPE EN LA XIV REUNION DE LIDERES DEL FORO DE APEC EN LA CD DE HANOI REP SOCIALISTA DE VIET NAM (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Primer Año
60-15,2006-10-30,DOS DECRETOS QUE CONCEDEN PERMISO A 16 CC. MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS EN MEXICO. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Primer Año
60-14,2006-10-26,"PROYECTO DE DECRETO QUE CONCEDE AUTORIZACION AL PRESIDENTE DE LOS ESTADOS UNIDOS MEXICANOS, VICENTE FOX QUESADA, PARA AUSENTARSE DEL TERRITORIO NACIONAL DEL 3 AL 6 DE NOVIEMBRE DE 2006.",Primer Período de Sesiones Ordinarias del Primer Año
60-13,2006-10-26,PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL GOBIERNO FEDERAL PARA QUE DE CUMPLIMIENTO A LA LEY DE DESARROLLO RURAL SUSTENTABLE DE LA CANA DE AZUCAR Y A LA SCJN PARA QUE AGILICE LA RESOLUCION DE LA ACCION DE INCONSTITUCIONALIDAD 27/2005. (SI SE CONSIDERA DE URGENTE RESOLUCION),Primer Período de Sesiones Ordinarias del Primer Año
60-12,2006-10-24,"SEIS DECRETOS QUE CONDECEN PERMISO A 18 CIUDADANOS MEXICANOS, 2 PARA ACEPTAR Y DESEMPENAR EL CARGO DE CONSUL HONORARIO Y 16 PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Primer Año
60-11,2006-10-19,"PUNTO DE ACUERDO PARA SOLICITAR A SEGOB EMITA LA DECLARATORIA DE ZONA DE DESASTRE PARA EL MPIO DE VILLA CORREGIDORA, QRO. POR LAS LLUVIAS DEL PASADO 30 DE SEPTIEMBRE (SI SE CONSIDERA DE URGENTE RESOLUCION)",Primer Período de Sesiones Ordinarias del Primer Año
60-10,2006-10-17,"DECRETO QUE REFORMA Y ADICIONA LOS ARTICULOS 39 Y 43 DE LA LEY ORGANICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR, CON LAS ADICIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Primer Año
60-438,2008-12-09,DECRETO QUE REFORMA EL ARTICULO 5o. Y SE ADICIONA UNA FRACCION VIII AL ARTICULO 3o. Y UN SEGUNDO PARRAFO AL ARTICULO 12 DE LA LEY DE ASOCIACIONES AGRICOLAS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-439,2008-12-09,"DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY DE INSTITUCIONES DE CRÉDITO, LA LEY PARA LA TRANSPARENCIA Y ORDENAMIENTO DE LOS SERVICIOS FINANCIEROS Y LA LEY DE PROTECCIÓN Y DEFENSA AL USUARIO DE SERVICOS FINANCIEROS. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-596,2009-04-30,DECRETO QUE EXPIDE LA LEY DE EXTINCION DE DOMINIO REGLAMENTARIA DEL ARTICULO 22 DE LA CPEUM Y SE REFORMA Y ADICIONA LA LEY DE AMPARO REGLAMENTARIA DE LOS ARTICULOS 103 Y 107 DE LA CPEUM (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-430,2008-12-02,DECRETO QUE REFORMA EL ARTICULO 31 Y ADICIONA UN ARTICULO DECIMO TRANSITORIO A LA LEY ORGANICA DEL TRIBUNAL FEDERAL DE JUSTICIA FISCAL Y ADMINISTRATIVA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-431,2008-12-04,"DECRETO QUE EXPIDE LA LEY GENERAL DEL SISTEMA DE SEGURIDAD PUBLICA (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS,  CON LAS MODIFICACIONES ADMITIDAS)",Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-432,2008-12-04,"DECRETO QUE EXPIDE LA LEY GENERAL DEL SISTEMA DE SEGURIDAD PUBLICA (EN LO PARTICULAR LOS ARTICULOS 19 FRACCION I, 150,  152 RESERVADOS EN SUS TERMINOS Y 12 FRACCION IX Y 14 FRACCION VII RESERVADOS,  CON LAS MODIFICACIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-433,2008-12-04,DECRETO POR EL QUE SE ADICIONAN DIVERSAS DISPOSICIONES AL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-434,2008-12-04,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE TELECOMUNICACIONES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-435,2008-12-04,DECRETO POR EL QUE SE REFORMA LA FRACCION III DEL ARTICULO 1347-A DEL CODIGO DE COMERCIO Y LA FRACCION III DEL ARTICULO 571 DEL CODIGO FEDERAL DE PROCEDIMIENTOS CIVILES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-436,2008-12-09,DECRETO QUE REFORMA EL PARRAFO PRIMERO DE LA FRACCION XXI DEL ARTICULO 73 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-437,2008-12-09,"DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS PENALES, DE LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA, DE LA LEY QUE ESTABLECE LAS NORMAS MINIMAS SOBRE READAPTACIÓN SOCIAL DE SENTENCIADOS, DEL CÓDIGO PENAL FEDERAL, DE LA LEY DE LA POLICIA FEDERAL PREVENTIVA, DE LA LEY ORGÁNICA DE LA P.G.R., DE LA LEY FEDERAL DE RESPONSABILIDADES ADMINISTRATIVAS DE LOS SERVIDORES PÚBLICOS Y DE LA LEY FEDERAL DE PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO.  (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-508,2009-03-31,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE CIENCIA Y TECNOLOGIA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-509,2009-03-31,DECRETO QUE ADICIONA LA FRACCION VI BIS AL ARTICULO 104 DE LA LEY DEL MERCADO DE VALORES (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-504,2009-03-26,"PUNTO DE ACUERDO POR EL QUE SE DESECHA LA INICIATIVA QUE ADICIONA EL CAPITULO III BIS, DENOMINADO ""VIOLENCIA EN ESPECTÁCULOS DEPORTIVOS"" Y LOS ARTÍCULOS 322 BIS Y 322 TER AL CODIGO PENAL FEDERAL (SI SE APRUEBA)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-505,2009-03-31,DECRETO QUE POR EL QUE SE ADICIONA UN INCISO A) A LA FRACCION VII DEL ARTICULO 107 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-506,2009-03-31,"DECRETO QUE REFORMA Y ADICION LOS ARTICULOS 75, 115, 116, 122, 123 y 127 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-507,2009-03-31,DECRETO QUE ADICIONA EL INCISO M) A LA FRACCION I DEL ARTICULO 4 DE LA LEY DE ASISTENCIAS SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-500,2009-03-19,DECRETO QUE REFORMA EL SEGUNDO PARRAFO DEL ARTICULO 14 DE LA LEY DE DESARROLLO RURAL SUSTENTABLE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-501,2009-03-19,DECRETO QUE ADICIONA TRES PARRAFOS AL ARTICULO 33 DE LA LEY GENERAL DE SALUD (SI SE ADMITE A DISCUSIÓN LA MODIFICACION PROPUESTA POR LA DIPUTADA ELSA CONDE (ALT)),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-502,2009-03-19,DECRETO QUE ADICIONA TRES PARRAFOS AL ARTICULO 33 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-503,2009-03-24,"DECRETO QUE CONCEDE PERMISO AL LIC. PELIPE CALDERON HINOJOSA,  PRESIDENTE DE LOS ESTADOS UNIDOS MEXICANOS,  PARA ACEPTAR Y USAR CONDECORACION QUE LE CONFIERE GOBIERNO EXTRANJERO (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-135,2007-09-11,DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO GENERAL CON LAS MODIFICACIONES ADMITIDAS Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-134,2007-09-06,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE ASISTENCIA SOCIAL (EN LO PARTICULAR LOS ARTICULOS 9 Y 28 RESERVADOS CON LAS MODIFICACIONES ACEPTADAS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-137,2007-09-11,DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO PARTICULAR EL ARTICULO 9 FRACCION 44 RESERVADO EN SUS TERMINOS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-136,2007-09-11,DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO PARTICULAR EL ARTICULO 12 BIS 1 Y 12 BIS 6 RESERVADOS CON LAS MODIFICACIONES ADMITIDAS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-131,2007-09-06,DECRETO QUE ADICIONA UNA FRACCION VI AL ARTICULO 198 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-130,2007-09-06,DECRETO QUE REFORMA EL ARTICULO 5 DE LA LEY GENERAL PARA LA IGUALDAD ENTRE MUJERES Y HOMBRES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-133,2007-09-06,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE ASISTENCIA SOCIAL (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-132,2007-09-06,DECRETO POR EL QUE SE ADICIONA UN ARTICULO 28 BIS A LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-226,2007-11-29,CUATRO DECRETOS QUE CONCEDEN PERMISO A 15 CIUDADANOS MEXICANOS; 5 CC. PARA PRESTAR SERVICIOS EN REPRESENTACIONES DE GOBIERNOS EXTRANJEROS Y A 10 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-139,2007-09-12,DECRETO QUE CONCEDE AUTORIZACIÓN AL PRESIDENTE DE LOS E.U.M.  FELIPE DE JESÚS CALDERON HINOJOSA  PARA AUSENTARSE DEL TERRITORIO NACIONAL DEL 23 AL 26 DE SEPTIEMBRE DE 2007 PARA ASISTIR AL DIALOGO DE ALTO NIVEL SOBRE EL CAMBIO CLIMÁTICO Y AL 62 PERIODO ORDINARIO DE SESIONES DE LA ASAMBLEA GENERAL DE LA ONU EN NUEVA YORK Y REALIZAR VISITAS A LAS CIUDADES DE CHICAGO Y BOSTON EN E.U.A. (EN LO GENERAL Y EN LO PARTICULAR).,Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-138,2007-09-11,PUNTO DE ACUERDO PARA EXHORTAR AL EJECUTIVO FEDERAL TOME LAS MEDIDAS NECESARIAS PARA NORMALIZAR LAS RELACIONES DIPLOMÁTICAS Y POLÍTICAS CON LA REPÚBLICA DE CUBA (SI SE ACEPTA LA MODIFICACION),Primer Período de Sesiones Ordinarias del Segundo Año de Ejercicio
60-468,2009-02-19,DECRETO QUE EXPIDE LA LEY FEDERAL PARA EL CONTROL DE SUSTANCIAS QUÍMICAS SUSCEPTIBLES DE DESVÍO PARA LA FABRICACIÓN DE ARMAS QUÍMICAS; Y SE ADICIONA UNA FRACCIÓN XVII AL ARTÍCULO 194 DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS PENALES (EN LO GENERAL Y EN LO PARTICULAR  LOS ARTICULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-552,2009-04-16,DECRETO POR EL QUE SE EXPIDE LA LEY DE FISCALIZACION Y RENDICION DE CUENTAS DE LA FEDERACION Y SE ABROGA LA LEY DE FISCALIZACION SUPERIOR DE LA FEDERACION (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-599,2009-04-30,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE ORGANIZACIONES Y ACTIVIDADES AUXILIARES DEL CREDITO (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
60-598,2009-04-30," DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISP. DE LA LEY DE INSTITUCIONES DE CREDITO,  DE LA LEY DE TRANSP. Y  ORD DE LOS SERV. FINANCIEROS Y DE LA LEY DE PROTECCION Y DEFENSA AL USUARIO DE SERV. FINANCIEROS (EN LO GENEAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año de Ejercicio
